#r-i 					  g-r 						i-z 
1.375621951219514028e+00 1.194852228806520866e+00 6.321320118596294169e-01
1.376621951219513917e+00 1.194851068585526255e+00 6.325884581406211460e-01
1.377621951219513807e+00 1.194849908364531865e+00 6.330449044216127641e-01
1.378621951219514141e+00 1.194848748143537254e+00 6.335013507026047153e-01
1.379621951219514031e+00 1.194847587922542864e+00 6.339577969835963334e-01
1.380621951219513921e+00 1.194846427701548475e+00 6.344142432645880625e-01
1.381621951219513811e+00 1.194845267480553863e+00 6.348706895455796806e-01
1.382621951219514145e+00 1.194844107259559474e+00 6.353271358265716318e-01
1.383621951219514035e+00 1.194842947038564862e+00 6.357835821075632499e-01
1.384621951219513925e+00 1.194841786817570473e+00 6.362400283885549790e-01
1.385621951219513814e+00 1.194840626596576083e+00 6.366964746695467081e-01
1.386621951219514148e+00 1.194839466375581472e+00 6.371529209505385483e-01
1.387621951219514038e+00 1.194838306154587082e+00 6.376093672315302774e-01
1.388621951219513928e+00 1.194837145933592693e+00 6.380658135125218955e-01
1.389621951219513818e+00 1.194840912905071439e+00 6.385222597935136246e-01
1.390621951219514152e+00 1.194891646204920832e+00 6.389787060745054648e-01
1.391621951219514042e+00 1.194942379504770225e+00 6.394351523554971939e-01
1.392621951219513932e+00 1.194993112804619617e+00 6.398915986364889230e-01
1.393621951219513821e+00 1.195043846104468788e+00 6.403480449174805411e-01
1.394621951219514155e+00 1.195094579404318180e+00 6.408044911984724923e-01
1.395621951219514045e+00 1.195145312704167573e+00 6.412609374794641104e-01
1.396621951219513935e+00 1.195196046004016743e+00 6.417173837604558395e-01
1.397621951219513825e+00 1.195246779303866136e+00 6.421738300414474576e-01
1.398621951219514159e+00 1.195297512603715528e+00 6.426302763224394088e-01
1.399621951219514049e+00 1.195348245903564699e+00 6.430867226034310269e-01
1.400621951219513939e+00 1.195398979203414092e+00 6.435431688844227560e-01
1.401621951219513829e+00 1.195449712503263484e+00 6.439996151654144851e-01
1.402621951219514163e+00 1.195500445803112655e+00 6.444560614464063253e-01
1.403621951219514052e+00 1.195551179102962047e+00 6.449125077273980544e-01
1.404621951219513942e+00 1.195601912402811440e+00 6.453689540083896725e-01
1.405621951219513832e+00 1.195652645702660610e+00 6.458254002893814016e-01
1.406621951219514166e+00 1.195703379002510003e+00 6.462818465703732418e-01
1.407621951219514056e+00 1.195754112302359395e+00 6.467293645892475684e-01
1.408621951219513946e+00 1.195804845602208566e+00 6.471622229062192755e-01
1.409621951219513836e+00 1.195855578902057959e+00 6.475950812231910936e-01
1.410621951219514170e+00 1.195906312201907351e+00 6.480279395401630227e-01
1.411621951219514060e+00 1.195957045501756744e+00 6.484607978571348408e-01
1.412621951219513949e+00 1.196007778801605914e+00 6.488936561741066589e-01
1.413621951219513839e+00 1.196058512101455307e+00 6.493265144910783659e-01
1.414621951219514173e+00 1.196109245401304699e+00 6.497593728080504061e-01
1.415621951219514063e+00 1.196159978701153870e+00 6.501922311250221131e-01
1.416621951219513953e+00 1.196210712001003262e+00 6.506250894419939312e-01
1.417621951219513843e+00 1.196261445300852655e+00 6.510579477589656383e-01
1.418621951219514177e+00 1.196312178600701825e+00 6.514908060759376784e-01
1.419621951219514067e+00 1.196362911900551218e+00 6.519236643929093855e-01
1.420621951219513956e+00 1.196413645200400611e+00 6.523565227098812036e-01
1.421621951219513846e+00 1.196464378500249781e+00 6.527893810268530217e-01
1.422621951219514180e+00 1.196515111800099174e+00 6.532222393438249508e-01
1.423621951219514070e+00 1.196565845099948566e+00 6.536550976607967689e-01
1.424621951219513960e+00 1.196616578399797737e+00 6.540879559777684760e-01
1.425621951219513850e+00 1.196667311699647129e+00 6.545208142947402941e-01
1.426621951219514184e+00 1.196718044999496522e+00 6.549536726117122232e-01
1.427621951219514074e+00 1.196768778299345692e+00 6.553865309286840413e-01
1.428621951219513964e+00 1.196819511599195085e+00 6.558193892456558594e-01
1.429621951219513853e+00 1.196870244899044478e+00 6.562522475626275664e-01
1.430621951219514187e+00 1.196920978198893870e+00 6.566851058795996066e-01
1.431621951219514077e+00 1.196971711498743041e+00 6.571179641965713136e-01
1.432621951219513967e+00 1.197022444798592433e+00 6.575508225135431317e-01
1.433621951219513857e+00 1.197073178098441826e+00 6.579836808305148388e-01
1.434621951219514191e+00 1.197123911398290996e+00 6.584165391474868789e-01
1.435621951219514081e+00 1.197174644698140389e+00 6.588493974644585860e-01
1.436621951219513971e+00 1.197225377997989781e+00 6.592822557814304041e-01
1.437621951219513861e+00 1.197276111297838952e+00 6.597151140984022222e-01
1.438621951219514195e+00 1.197326844597688345e+00 6.601479724153741513e-01
1.439621951219514084e+00 1.197377577897537737e+00 6.605808307323459694e-01
1.440621951219513974e+00 1.197428311197386908e+00 6.610348797982558144e-01
1.441621951219513864e+00 1.197479044497236300e+00 6.614913260792475436e-01
1.442621951219514198e+00 1.197529777797085693e+00 6.619477723602393837e-01
1.443621951219514088e+00 1.197580511096934863e+00 6.624042186412311128e-01
1.444621951219513978e+00 1.197631244396784256e+00 6.628606649222228420e-01
1.445621951219513868e+00 1.197681977696633648e+00 6.633171112032144601e-01
1.446621951219514202e+00 1.197732710996482819e+00 6.637735574842064112e-01
1.447621951219514091e+00 1.197783444296332211e+00 6.642300037651980293e-01
1.448621951219513981e+00 1.197834177596181604e+00 6.646864500461897585e-01
1.449621951219513871e+00 1.197884910896030775e+00 6.651428963271813766e-01
1.450621951219514205e+00 1.197935644195880167e+00 6.655993426081733277e-01
1.451621951219514095e+00 1.197986377495729560e+00 6.660557888891649458e-01
1.452621951219513985e+00 1.198037110795578730e+00 6.665122351701566750e-01
1.453621951219513875e+00 1.198087844095428123e+00 6.669686814511484041e-01
1.454621951219514209e+00 1.198139848052303114e+00 6.674251277321402442e-01
1.455621951219514099e+00 1.198200016537760426e+00 6.678815740131319734e-01
1.456621951219513988e+00 1.198260185023217739e+00 6.683380202941235915e-01
1.457621951219513878e+00 1.198320353508674829e+00 6.687944665751153206e-01
1.458621951219514212e+00 1.198380521994132142e+00 6.692509128561071607e-01
1.459621951219514102e+00 1.198440690479589454e+00 6.697073591370988899e-01
1.460621951219513992e+00 1.198500858965046767e+00 6.701638054180906190e-01
1.461621951219513882e+00 1.198561027450504080e+00 6.706202516990822371e-01
1.462621951219514216e+00 1.198621195935961392e+00 6.710766979800741883e-01
1.463621951219514106e+00 1.198681364421418705e+00 6.715331442610658064e-01
1.464621951219513996e+00 1.198741532906876017e+00 6.719895905420575355e-01
1.465621951219513885e+00 1.198801701392333330e+00 6.724460368230491536e-01
1.466621951219514219e+00 1.198861869877790420e+00 6.729024831040411048e-01
1.467621951219514109e+00 1.198922038363247733e+00 6.733589293850327229e-01
1.468621951219513999e+00 1.198982206848705045e+00 6.738153756660244520e-01
1.469621951219513889e+00 1.199042375334162358e+00 6.742718219470161811e-01
1.470621951219514223e+00 1.199102543819619671e+00 6.747282682280080213e-01
1.471621951219514113e+00 1.199162712305076983e+00 6.751847145089997504e-01
1.472621951219514003e+00 1.199222880790534296e+00 6.756431338443391610e-01
1.473621951219513893e+00 1.199283049275991608e+00 6.761042977181348501e-01
1.474621951219514226e+00 1.199343217761448921e+00 6.765654615919307613e-01
1.475621951219514116e+00 1.199403386246906011e+00 6.770266254657263394e-01
1.476621951219514006e+00 1.199463554732363324e+00 6.774877893395220285e-01
1.477621951219513896e+00 1.199523723217820637e+00 6.779489532133177176e-01
1.478621951219514230e+00 1.199583891703277949e+00 6.784101170871136288e-01
1.479621951219514120e+00 1.199644060188735262e+00 6.788712809609092069e-01
1.480621951219514010e+00 1.199704228674192574e+00 6.793324448347048961e-01
1.481621951219513900e+00 1.199764397159649887e+00 6.797936087085005852e-01
1.482621951219514234e+00 1.199824565645107199e+00 6.802547725822964964e-01
1.483621951219514123e+00 1.199884734130564290e+00 6.807159364560921855e-01
1.484621951219514013e+00 1.199944902616021603e+00 6.811771003298877636e-01
1.485621951219513903e+00 1.200005071101478915e+00 6.816382642036834527e-01
1.486621951219514237e+00 1.200065239586936228e+00 6.820994280774793639e-01
1.487621951219514127e+00 1.200147022853532031e+00 6.825605919512750530e-01
1.488621951219514017e+00 1.200240214488617285e+00 6.830217558250706311e-01
1.489621951219513907e+00 1.200333406123702318e+00 6.834829196988663202e-01
1.490621951219514241e+00 1.200426597758787572e+00 6.839440835726622314e-01
1.491621951219514131e+00 1.200519789393872827e+00 6.844052474464579205e-01
1.492621951219514020e+00 1.200612981028957860e+00 6.848664113202534987e-01
1.493621951219513910e+00 1.200706172664043114e+00 6.853275751940491878e-01
1.494621951219514244e+00 1.200799364299128147e+00 6.857887390678450990e-01
1.495621951219514134e+00 1.200892555934213402e+00 6.862499029416407881e-01
1.496621951219514024e+00 1.200985747569298434e+00 6.867110668154363662e-01
1.497621951219513914e+00 1.201078939204383689e+00 6.871722306892320553e-01
1.498621951219514248e+00 1.201172130839468943e+00 6.876333945630279665e-01
1.499621951219514138e+00 1.201265322474553976e+00 6.880945584368236556e-01
1.500621951219514028e+00 1.201358514109639231e+00 6.885557223106192337e-01
1.501621951219513917e+00 1.201451705744724263e+00 6.890168861844149228e-01
1.502621951219514251e+00 1.201544897379809518e+00 6.894780500582108340e-01
1.503621951219514141e+00 1.201638089014894550e+00 6.899392139320065231e-01
1.504621951219514031e+00 1.201731280649979805e+00 6.904003778058021012e-01
1.505621951219513921e+00 1.201824472285064838e+00 6.909500527138364712e-01
1.506621951219514255e+00 1.201917663920150092e+00 6.915055684437120265e-01
1.507621951219514145e+00 1.202010855555235125e+00 6.920610841735873597e-01
1.508621951219514035e+00 1.202104047190320379e+00 6.926165999034625820e-01
1.509621951219513925e+00 1.202197238825405412e+00 6.931721156333379152e-01
1.510621951219514258e+00 1.202290430460490667e+00 6.937276313632134706e-01
1.511621951219514148e+00 1.202383622095575921e+00 6.942831470930886928e-01
1.512621951219514038e+00 1.202476813730660954e+00 6.948386628229640261e-01
1.513621951219514372e+00 1.202570005365746209e+00 6.953941785528395814e-01
1.514621951219514262e+00 1.202663197000831241e+00 6.959496942827148036e-01
1.515621951219514152e+00 1.202756388635916496e+00 6.965052100125901369e-01
1.516621951219514042e+00 1.202849580271001528e+00 6.970607257424654701e-01
1.517621951219513932e+00 1.202942771906086783e+00 6.976162414723406924e-01
1.518621951219514266e+00 1.203035963541172038e+00 6.981717572022162477e-01
1.519621951219514155e+00 1.203125864254508626e+00 6.987272729320915809e-01
1.520621951219514045e+00 1.203200185518377818e+00 6.992827886619668032e-01
1.521621951219514379e+00 1.203274506782247233e+00 6.998383043918423585e-01
1.522621951219514269e+00 1.203348828046116425e+00 7.003938201217176918e-01
1.523621951219514159e+00 1.203423149309985618e+00 7.009493358515930250e-01
1.524621951219514049e+00 1.203497470573854811e+00 7.015048515814682473e-01
1.525621951219513939e+00 1.203571791837724003e+00 7.020603673113435805e-01
1.526621951219514273e+00 1.203646113101593196e+00 7.026158830412191358e-01
1.527621951219514163e+00 1.203720434365462610e+00 7.031713987710943581e-01
1.528621951219514052e+00 1.203794755629331803e+00 7.037269145009696913e-01
1.529621951219514386e+00 1.203869076893200996e+00 7.042824302308452467e-01
1.530621951219514276e+00 1.203943398157070188e+00 7.048379459607204689e-01
1.531621951219514166e+00 1.204017719420939381e+00 7.053934616905958022e-01
1.532621951219514056e+00 1.204092040684808573e+00 7.059489774204711354e-01
1.533621951219513946e+00 1.204166361948677988e+00 7.065044931503463577e-01
1.534621951219514280e+00 1.204240683212547181e+00 7.070600088802219130e-01
1.535621951219514170e+00 1.204315004476416373e+00 7.076155246100972462e-01
1.536621951219514060e+00 1.204389325740285566e+00 7.081710403399724685e-01
1.537621951219514393e+00 1.204463647004154758e+00 7.086703842067735293e-01
1.538621951219514283e+00 1.204537968268024173e+00 7.091032425237452363e-01
1.539621951219514173e+00 1.204612289531893365e+00 7.095361008407170544e-01
1.540621951219514063e+00 1.204686610795762558e+00 7.099689591576887615e-01
1.541621951219513953e+00 1.204760932059631751e+00 7.104018174746605796e-01
1.542621951219514287e+00 1.204835253323500943e+00 7.108346757916325087e-01
1.543621951219514177e+00 1.204909574587370136e+00 7.112675341086043268e-01
1.544621951219514067e+00 1.204983895851239550e+00 7.117003924255761449e-01
1.545621951219514401e+00 1.205058217115108743e+00 7.121332507425480740e-01
1.546621951219514290e+00 1.205132538378977936e+00 7.125661090595198921e-01
1.547621951219514180e+00 1.205206859642847128e+00 7.129989673764915992e-01
1.548621951219514070e+00 1.205281180906716321e+00 7.134318256934634173e-01
1.549621951219513960e+00 1.205355502170585513e+00 7.138646840104352354e-01
1.550621951219514294e+00 1.205429823434454928e+00 7.142975423274071645e-01
1.551621951219514184e+00 1.205504144698324120e+00 7.147304006443789826e-01
1.552621951219514074e+00 1.205585016417795918e+00 7.151632589613506896e-01
1.553621951219514408e+00 1.205668772867273031e+00 7.155961172783227298e-01
1.554621951219514298e+00 1.205752529316750143e+00 7.160289755952944368e-01
1.555621951219514187e+00 1.205836285766227478e+00 7.164618339122662549e-01
1.556621951219514077e+00 1.205920042215704591e+00 7.168946922292380730e-01
1.557621951219513967e+00 1.206003798665181703e+00 7.173275505462097801e-01
1.558621951219514301e+00 1.206087555114659038e+00 7.177604088631818202e-01
1.559621951219514191e+00 1.206171311564136150e+00 7.181932671801535273e-01
1.560621951219514081e+00 1.206255068013613263e+00 7.186261254971253454e-01
1.561621951219514415e+00 1.206338824463090598e+00 7.190589838140972745e-01
1.562621951219514305e+00 1.206422580912567710e+00 7.194918421310690926e-01
1.563621951219514195e+00 1.206506337362044823e+00 7.199247004480407996e-01
1.564621951219514084e+00 1.206590093811522157e+00 7.203575587650126177e-01
1.565621951219513974e+00 1.206673850260999270e+00 7.207904170819844358e-01
1.566621951219514308e+00 1.206757606710476383e+00 7.212232753989563649e-01
1.567621951219514198e+00 1.206841363159953717e+00 7.216561337159281830e-01
1.568621951219514088e+00 1.206925119609430830e+00 7.220889920328998901e-01
1.569621951219514422e+00 1.207008876058908164e+00 7.225218503498719302e-01
1.570621951219514312e+00 1.207092632508385277e+00 7.229685475277524143e-01
1.571621951219514202e+00 1.207176388957862390e+00 7.234155586231361124e-01
1.572621951219514091e+00 1.207260145407339502e+00 7.238625697185198105e-01
1.573621951219513981e+00 1.207343901856816837e+00 7.243095808139036196e-01
1.574621951219514315e+00 1.207427658306293949e+00 7.247565919092875397e-01
1.575621951219514205e+00 1.207511414755771284e+00 7.252036030046712378e-01
1.576621951219514095e+00 1.207595171205248397e+00 7.256506141000549359e-01
1.577621951219514429e+00 1.207678927654725509e+00 7.260976251954388561e-01
1.578621951219514319e+00 1.207762684104202844e+00 7.265446362908225542e-01
1.579621951219514209e+00 1.207846440553679956e+00 7.269916473862063633e-01
1.580621951219514099e+00 1.207930197003157069e+00 7.274386584815900614e-01
1.581621951219513988e+00 1.208013953452634404e+00 7.278856695769737595e-01
1.582621951219514322e+00 1.208097709902111516e+00 7.283326806723576796e-01
1.583621951219514212e+00 1.208181466351588629e+00 7.287796917677413777e-01
1.584621951219514102e+00 1.208268253198150122e+00 7.292267028631251868e-01
1.585621951219514436e+00 1.208366162426039336e+00 7.296737139585091070e-01
1.586621951219514326e+00 1.208464071653928329e+00 7.301207250538928051e-01
1.587621951219514216e+00 1.208561980881817544e+00 7.305677361492765032e-01
1.588621951219514106e+00 1.208659890109706758e+00 7.310147472446602013e-01
1.589621951219513996e+00 1.208757799337595751e+00 7.314617583400440104e-01
1.590621951219514330e+00 1.208855708565484965e+00 7.319087694354279305e-01
1.591621951219514219e+00 1.208953617793374180e+00 7.323557805308116286e-01
1.592621951219514109e+00 1.209051527021263173e+00 7.328027916261953267e-01
1.593621951219514443e+00 1.209149436249152387e+00 7.332498027215792469e-01
1.594621951219514333e+00 1.209247345477041602e+00 7.336968138169629450e-01
1.595621951219514223e+00 1.209345254704930817e+00 7.341438249123467541e-01
1.596621951219514113e+00 1.209443163932819809e+00 7.345908360077304522e-01
1.597621951219514003e+00 1.209541073160709024e+00 7.350378471031141503e-01
1.598621951219514337e+00 1.209638982388598238e+00 7.354848581984980704e-01
1.599621951219514226e+00 1.209736891616487231e+00 7.359318692938817685e-01
1.600621951219514116e+00 1.209834800844376446e+00 7.363788803892655777e-01
1.601621951219514450e+00 1.209932710072265660e+00 7.368258914846494978e-01
1.602621951219514340e+00 1.210030619300154653e+00 7.372822940128187508e-01
1.603621951219514230e+00 1.210128528528043867e+00 7.377481754794183999e-01
1.604621951219514120e+00 1.210226437755933082e+00 7.382140569460180490e-01
1.605621951219514010e+00 1.210324346983822075e+00 7.386799384126176982e-01
1.606621951219514344e+00 1.210422256211711289e+00 7.391458198792175693e-01
1.607621951219514234e+00 1.210520165439600504e+00 7.396117013458172185e-01
1.608621951219514123e+00 1.210618074667489497e+00 7.400775828124168676e-01
1.609621951219514457e+00 1.210715983895378711e+00 7.405434642790167388e-01
1.610621951219514347e+00 1.210813893123267926e+00 7.410093457456163879e-01
1.611621951219514237e+00 1.210911802351156918e+00 7.414752272122160370e-01
1.612621951219514127e+00 1.211009711579046133e+00 7.419411086788156862e-01
1.613621951219514017e+00 1.211107620806935348e+00 7.424069901454153353e-01
1.614621951219514351e+00 1.211205530034824340e+00 7.428728716120152065e-01
1.615621951219514241e+00 1.211303439262713555e+00 7.433387530786148556e-01
1.616621951219514131e+00 1.211401348490602770e+00 7.438046345452145047e-01
1.617621951219514465e+00 1.211481944569864133e+00 7.442705160118143759e-01
1.618621951219514354e+00 1.211556265833733326e+00 7.447363974784140250e-01
1.619621951219514244e+00 1.211630587097602518e+00 7.452022789450136742e-01
1.620621951219514134e+00 1.211704908361471711e+00 7.456681604116133233e-01
1.621621951219514024e+00 1.211779229625340903e+00 7.461340418782129724e-01
1.622621951219514358e+00 1.211853550889210096e+00 7.465999233448128436e-01
1.623621951219514248e+00 1.211927872153079511e+00 7.470658048114124927e-01
1.624621951219514138e+00 1.212002193416948703e+00 7.475316862780121419e-01
1.625621951219514472e+00 1.212076514680817896e+00 7.479975677446119020e-01
1.626621951219514361e+00 1.212150835944687088e+00 7.484634492112115511e-01
1.627621951219514251e+00 1.212225157208556281e+00 7.489293306778112003e-01
1.628621951219514141e+00 1.212299478472425474e+00 7.493952121444108494e-01
1.629621951219514031e+00 1.212373799736294666e+00 7.498610936110104985e-01
1.630621951219514365e+00 1.212448121000164081e+00 7.503269750776103697e-01
1.631621951219514255e+00 1.212522442264033273e+00 7.507928565442100188e-01
1.632621951219514145e+00 1.212596763527902466e+00 7.512587380108096680e-01
1.633621951219514479e+00 1.212671084791771658e+00 7.517246194774095391e-01
1.634621951219514369e+00 1.212745406055640851e+00 7.521921561991405936e-01
1.635621951219514258e+00 1.212819727319510044e+00 7.527523895218197758e-01
1.636621951219514148e+00 1.212894048583379236e+00 7.533126228444990691e-01
1.637621951219514038e+00 1.212968369847248651e+00 7.538728561671783623e-01
1.638621951219514372e+00 1.213042691111117843e+00 7.544330894898578777e-01
1.639621951219514262e+00 1.213117012374987036e+00 7.549933228125370599e-01
1.640621951219514152e+00 1.213191333638856229e+00 7.555535561352163532e-01
1.641621951219514486e+00 1.213265654902725421e+00 7.561137894578958685e-01
1.642621951219514376e+00 1.213339976166594614e+00 7.566740227805751617e-01
1.643621951219514266e+00 1.213414297430464028e+00 7.572342561032544550e-01
1.644621951219514155e+00 1.213488618694333221e+00 7.577944894259336372e-01
1.645621951219514045e+00 1.213562939958202413e+00 7.583547227486129305e-01
1.646621951219514379e+00 1.213637261222071606e+00 7.589149560712924458e-01
1.647621951219514269e+00 1.213711582485940799e+00 7.594751893939717391e-01
1.648621951219514159e+00 1.213785903749809991e+00 7.600354227166509213e-01
1.649621951219514493e+00 1.213861422547964919e+00 7.605956560393304366e-01
1.650621951219514383e+00 1.213940461404638294e+00 7.611558893620097299e-01
1.651621951219514273e+00 1.214019500261311446e+00 7.617161226846890232e-01
1.652621951219514163e+00 1.214098539117984599e+00 7.622763560073683164e-01
1.653621951219514052e+00 1.214177577974657751e+00 7.628365893300474987e-01
1.654621951219514386e+00 1.214256616831331126e+00 7.633968226527270140e-01
1.655621951219514276e+00 1.214335655688004278e+00 7.639570559754063073e-01
1.656621951219514166e+00 1.214414694544677431e+00 7.645172892980856005e-01
1.657621951219514500e+00 1.214493733401350584e+00 7.650775226207651158e-01
1.658621951219514390e+00 1.214572772258023958e+00 7.656377559434442981e-01
1.659621951219514280e+00 1.214651811114697111e+00 7.661979892661235914e-01
1.660621951219514170e+00 1.214730849971370263e+00 7.667582225888028846e-01
1.661621951219514060e+00 1.214809888828043416e+00 7.673184559114821779e-01
1.662621951219514393e+00 1.214888927684716791e+00 7.678786892341615822e-01
1.663621951219514283e+00 1.214967966541389943e+00 7.684389225568408754e-01
1.664621951219514173e+00 1.215047005398063096e+00 7.689991558795201687e-01
1.665621951219514507e+00 1.215126044254736248e+00 7.695593892021996840e-01
1.666621951219514397e+00 1.215205083111409623e+00 7.701196225248789773e-01
1.667621951219514287e+00 1.215284121968082776e+00 7.706114038242990461e-01
1.668621951219514177e+00 1.215363160824755928e+00 7.710442621412708641e-01
1.669621951219514067e+00 1.215442199681429081e+00 7.714771204582425712e-01
1.670621951219514401e+00 1.215521238538102455e+00 7.719099787752146113e-01
1.671621951219514290e+00 1.215600277394775608e+00 7.723428370921863184e-01
1.672621951219514180e+00 1.215679316251448761e+00 7.727756954091581365e-01
1.673621951219514514e+00 1.215758355108121913e+00 7.732085537261301766e-01
1.674621951219514404e+00 1.215837393964795288e+00 7.736414120431018837e-01
1.675621951219514294e+00 1.215916432821468440e+00 7.740742703600737018e-01
1.676621951219514184e+00 1.215995471678141593e+00 7.745071286770455199e-01
1.677621951219514074e+00 1.216074510534814745e+00 7.749399869940172270e-01
1.678621951219514408e+00 1.216153549391488120e+00 7.753728453109892671e-01
1.679621951219514298e+00 1.216232588248161273e+00 7.758057036279609742e-01
1.680621951219514187e+00 1.216311627104834425e+00 7.762385619449327923e-01
1.681621951219514521e+00 1.216390665961507578e+00 7.766714202619048324e-01
1.682621951219514411e+00 1.216513505197979184e+00 7.771042785788765395e-01
1.683621951219514301e+00 1.216649155168300300e+00 7.775371368958483576e-01
1.684621951219514191e+00 1.216784805138621195e+00 7.779699952128201756e-01
1.685621951219514081e+00 1.216920455108942090e+00 7.784028535297918827e-01
1.686621951219514415e+00 1.217056105079263206e+00 7.788357118467639228e-01
1.687621951219514305e+00 1.217191755049584101e+00 7.792685701637356299e-01
1.688621951219514195e+00 1.217327405019905218e+00 7.797014284807074480e-01
1.689621951219514528e+00 1.217463054990226334e+00 7.801342867976794881e-01
1.690621951219514418e+00 1.217598704960547229e+00 7.805671451146511952e-01
1.691621951219514308e+00 1.217734354930868124e+00 7.810000034316230133e-01
1.692621951219514198e+00 1.217870004901189240e+00 7.814328617485948314e-01
1.693621951219514088e+00 1.218005654871510135e+00 7.818657200655665385e-01
1.694621951219514422e+00 1.218141304841831252e+00 7.822985783825385786e-01
1.695621951219514312e+00 1.218276954812152146e+00 7.827314366995102857e-01
1.696621951219514202e+00 1.218412604782473041e+00 7.831642950164821038e-01
1.697621951219514536e+00 1.218548254752794158e+00 7.835971533334540329e-01
1.698621951219514425e+00 1.218683904723115052e+00 7.840300116504258510e-01
1.699621951219514315e+00 1.218819554693436169e+00 7.844634102967593670e-01
1.700621951219514205e+00 1.218955204663757064e+00 7.849057037993391051e-01
1.701621951219514095e+00 1.219090854634078180e+00 7.853479973019188431e-01
1.702621951219514429e+00 1.219226504604399075e+00 7.857902908044988033e-01
1.703621951219514319e+00 1.219362154574720192e+00 7.862325843070785414e-01
1.704621951219514209e+00 1.219497804545041086e+00 7.866748778096582795e-01
1.705621951219514543e+00 1.219633454515362203e+00 7.871171713122382396e-01
1.706621951219514433e+00 1.219769104485683098e+00 7.875594648148179777e-01
1.707621951219514322e+00 1.219904754456003992e+00 7.880017583173977158e-01
1.708621951219514212e+00 1.220040404426325109e+00 7.884440518199774539e-01
1.709621951219514102e+00 1.220176054396646004e+00 7.888863453225571920e-01
1.710621951219514436e+00 1.220311704366967120e+00 7.893286388251371521e-01
1.711621951219514326e+00 1.220447354337288015e+00 7.897709323277168902e-01
1.712621951219514216e+00 1.220583004307609132e+00 7.902132258302966283e-01
1.713621951219514550e+00 1.220718654277930026e+00 7.906555193328765885e-01
1.714621951219514440e+00 1.220837685013730800e+00 7.910978128354563266e-01
1.715621951219514330e+00 1.220916723870403953e+00 7.915401063380360647e-01
1.716621951219514219e+00 1.220995762727077105e+00 7.919823998406158028e-01
1.717621951219514109e+00 1.221074801583750258e+00 7.924246933431955409e-01
1.718621951219514443e+00 1.221153840440423632e+00 7.928669868457755010e-01
1.719621951219514333e+00 1.221232879297096785e+00 7.933092803483552391e-01
1.720621951219514223e+00 1.221311918153769938e+00 7.937515738509349772e-01
1.721621951219514557e+00 1.221390957010443312e+00 7.941938673535149373e-01
1.722621951219514447e+00 1.221469995867116465e+00 7.946361608560946754e-01
1.723621951219514337e+00 1.221549034723789617e+00 7.950784543586744135e-01
1.724621951219514226e+00 1.221628073580462770e+00 7.955207478612541516e-01
1.725621951219514116e+00 1.221707112437136145e+00 7.959630413638338897e-01
1.726621951219514450e+00 1.221786151293809297e+00 7.964053348664138499e-01
1.727621951219514340e+00 1.221865190150482450e+00 7.968476283689935880e-01
1.728621951219514230e+00 1.221944229007155602e+00 7.972899218715733261e-01
1.729621951219514564e+00 1.222023267863828977e+00 7.977322153741532862e-01
1.730621951219514454e+00 1.222102306720502130e+00 7.981745088767330243e-01
1.731621951219514344e+00 1.222181345577175282e+00 7.986168023793127624e-01
1.732621951219514234e+00 1.222260384433848657e+00 7.990890451643877235e-01
1.733621951219514123e+00 1.222339423290521809e+00 7.995832321878112436e-01
1.734621951219514457e+00 1.222418462147194962e+00 8.000774192112349859e-01
1.735621951219514347e+00 1.222497501003868114e+00 8.005716062346585060e-01
1.736621951219514237e+00 1.222576539860541489e+00 8.010657932580820262e-01
1.737621951219514571e+00 1.222655578717214642e+00 8.015599802815057684e-01
1.738621951219514461e+00 1.222734617573887794e+00 8.020541673049292886e-01
1.739621951219514351e+00 1.222813656430561169e+00 8.025483543283528087e-01
1.740621951219514241e+00 1.222892695287234321e+00 8.030425413517763289e-01
1.741621951219514131e+00 1.222971734143907474e+00 8.035367283751998491e-01
1.742621951219514465e+00 1.223050773000580627e+00 8.040309153986235913e-01
1.743621951219514354e+00 1.223129811857254001e+00 8.045251024220471114e-01
1.744621951219514244e+00 1.223208850713927154e+00 8.050192894454706316e-01
1.745621951219514578e+00 1.223287889570600306e+00 8.055134764688943738e-01
1.746621951219514468e+00 1.223366928427273681e+00 8.060076634923178940e-01
1.747621951219514358e+00 1.223468991885391821e+00 8.065018505157414141e-01
1.748621951219514248e+00 1.223576336298888956e+00 8.069960375391649343e-01
1.749621951219514138e+00 1.223683680712386090e+00 8.074902245625884545e-01
1.750621951219514472e+00 1.223791025125883225e+00 8.079844115860121967e-01
1.751621951219514361e+00 1.223898369539380138e+00 8.084785986094357169e-01
1.752621951219514251e+00 1.224005713952877272e+00 8.089727856328592370e-01
1.753621951219514585e+00 1.224113058366374407e+00 8.094669726562829792e-01
1.754621951219514475e+00 1.224220402779871542e+00 8.099611596797064994e-01
1.755621951219514365e+00 1.224327747193368676e+00 8.104553467031300196e-01
1.756621951219514255e+00 1.224435091606865811e+00 8.109495337265535397e-01
1.757621951219514145e+00 1.224542436020362723e+00 8.114437207499770599e-01
1.758621951219514479e+00 1.224649780433859858e+00 8.119379077734008021e-01
1.759621951219514369e+00 1.224757124847356993e+00 8.124320947968243223e-01
1.760621951219514258e+00 1.224864469260854127e+00 8.129262818202478424e-01
1.761621951219514592e+00 1.224971813674351262e+00 8.134204688436715847e-01
1.762621951219514482e+00 1.225079158087848397e+00 8.139146558670951048e-01
